transport_type,km_per_day,food_type,kg_food_per_day,energy_source,kwh_per_day,flights_per_year,flight_km_total,monthly_co2_kg
flight_long,65.47,nuts,2.2,grid_us,31.55,6,22829.41,1222.45
walking,79.67,fruits,2.28,grid_eu,21.8,7,53652.53,1157.25
motorcycle,26.67,eggs,2.4,natural_gas,34.12,8,29896.93,1416.67
bus,58.91,pork,0.92,nuclear,7.13,2,7825.49,660.53
walking,42.51,eggs,2.04,nuclear,29.46,3,6087.45,402.44
motorcycle,23.55,beef,2.29,oil,5.97,8,44056.43,2575.82
car_diesel,60.34,legumes,0.64,coal,39.23,8,18713.8,1652.45
walking,45.02,pork,1.5,grid_eu,6.5,2,10746.86,803.89
flight_short,37.34,lamb,1.45,grid_india,33.18,5,10166.74,2753.3
train,47.28,lamb,1.38,grid_india,5.69,3,22526.66,2084.34
bus,70.85,rice,1.26,solar,5.77,1,3276.23,401.64
car_petrol,35.81,rice,1.15,nuclear,10.33,1,1492.13,373.34
flight_long,38.07,beef,1.11,hydro,32.49,5,39534.84,1725.62
bus,78.69,legumes,2.39,coal,28.7,9,14648.35,1086.15
car_diesel,36.64,chicken,1.89,natural_gas,20.98,5,5952.63,1010.99
train,6.65,pork,2.4,coal,28.09,3,22747.92,1790.29
bicycle,24.35,pork,2.05,wind,32.29,4,23195.89,1139.98
walking,66.88,lamb,2.07,solar,22.23,5,37587.07,3318.82
flight_long,46.34,fish,0.8,grid_india,25.89,6,39652.86,1506.1
flight_short,63.16,chicken,2.17,nuclear,5.37,3,12841.69,1223.32
car_ev,13.77,rice,0.56,nuclear,6.82,0,0.0,89.72
car_diesel,14.15,dairy,2.11,grid_us,26.37,6,22948.81,955.07
train,52.12,vegetables,0.67,wind,38.92,9,42095.31,784.59
walking,12.46,fish,0.87,oil,21.9,7,8134.61,692.54
car_diesel,72.3,nuts,1.19,grid_us,17.37,2,7631.56,735.04
car_diesel,71.47,chicken,0.79,grid_eu,17.2,4,31563.68,1260.13
walking,42.25,dairy,0.84,coal,10.93,5,8914.75,496.55
bus,19.63,vegetables,1.77,natural_gas,31.95,5,16146.98,941.12
bicycle,23.25,lamb,2.47,wind,34.82,4,19553.0,3284.39
car_ev,8.72,nuts,2.22,grid_eu,29.2,1,6539.59,522.86
train,24.66,fish,0.66,natural_gas,18.29,3,16626.15,670.77
train,29.62,nuts,1.99,grid_india,13.56,8,23122.16,862.75
bicycle,62.46,chicken,1.19,nuclear,16.57,4,3493.02,301.5
motorcycle,73.0,dairy,1.22,oil,39.65,8,54577.37,2029.9
flight_short,12.76,lamb,1.26,solar,10.95,0,0.0,1511.72
bicycle,42.2,eggs,1.53,oil,17.63,5,28808.63,955.8
train,44.28,dairy,0.78,coal,27.33,0,0.0,823.38
bicycle,73.97,dairy,0.87,hydro,16.74,2,8873.16,235.01
flight_short,18.04,pork,1.12,coal,38.89,8,55046.82,2325.1
flight_short,46.37,dairy,1.82,grid_us,21.04,7,6753.48,816.13
walking,67.08,rice,0.8,oil,36.12,7,25911.55,1304.53
bus,57.45,nuts,1.37,grid_india,10.88,0,0.0,472.88
car_diesel,18.47,eggs,0.58,nuclear,19.66,5,35469.5,758.8
bicycle,49.32,lamb,2.2,grid_india,33.67,2,10867.34,3375.63
bus,75.2,fish,1.33,grid_india,39.68,2,5534.9,1334.29
flight_long,52.33,dairy,1.66,grid_india,5.31,1,6782.53,629.83
bus,31.34,legumes,2.45,grid_india,36.44,2,6195.99,1067.79
car_diesel,43.71,vegetables,1.05,grid_india,27.86,8,56756.36,1776.0
flight_long,48.09,fish,1.71,nuclear,35.23,0,0.0,628.88
flight_short,64.02,rice,1.93,nuclear,26.52,4,8553.15,904.36
bicycle,32.83,dairy,2.3,wind,6.02,3,13121.53,374.46
bicycle,64.18,nuts,1.04,nuclear,9.8,9,15991.84,328.4
car_petrol,46.48,eggs,2.22,natural_gas,22.45,3,15597.29,1174.88
bus,35.38,dairy,1.31,grid_eu,28.9,7,32868.25,962.13
flight_long,27.94,eggs,2.02,grid_india,18.0,2,3367.01,940.37
train,27.69,chicken,1.27,natural_gas,37.26,7,55711.52,1719.31
walking,48.83,vegetables,1.65,wind,28.4,8,36622.09,642.29
car_ev,77.49,legumes,0.61,grid_india,15.76,1,7910.65,596.32
car_petrol,72.09,lamb,2.09,wind,26.47,9,29618.11,3107.75
bus,48.49,fruits,0.72,oil,37.63,4,5199.65,1006.74
train,17.04,lamb,0.8,nuclear,5.65,7,30969.66,1331.6
train,74.39,chicken,0.73,grid_india,37.22,6,45843.48,1706.37
motorcycle,49.51,vegetables,0.9,coal,35.54,3,18867.57,1574.4
bicycle,42.32,beef,2.27,hydro,24.89,5,37233.53,2505.67
flight_long,43.07,lamb,0.63,nuclear,23.8,8,32324.67,1623.43
bicycle,24.89,beef,1.46,solar,38.59,2,15343.39,1482.85
car_petrol,33.85,rice,1.39,coal,38.0,9,39847.03,1758.71
bicycle,32.25,chicken,1.85,nuclear,34.29,8,15201.04,653.69
flight_long,73.22,vegetables,0.88,oil,37.91,1,2223.47,1263.25
flight_short,77.8,chicken,0.7,oil,7.16,7,23821.53,1239.36
motorcycle,32.21,pork,0.94,solar,16.73,4,10358.85,607.92
motorcycle,41.37,eggs,1.76,wind,37.6,1,4393.19,471.9
flight_long,25.17,chicken,1.9,grid_eu,30.8,1,3039.39,818.97
bus,23.48,fish,2.1,hydro,36.21,4,8464.57,572.35
bicycle,59.74,lamb,1.21,grid_india,21.39,5,26716.19,2266.44
car_petrol,26.34,eggs,1.14,wind,29.16,1,2245.79,336.76
car_diesel,60.58,pork,2.03,nuclear,11.8,4,9510.04,1236.53
bus,74.83,nuts,0.57,grid_india,17.05,4,19376.64,897.09
bicycle,75.61,fruits,2.28,nuclear,7.64,2,4054.04,147.45
motorcycle,11.96,beef,2.29,grid_eu,18.86,7,25713.46,2261.25
flight_short,10.77,legumes,1.8,natural_gas,15.22,0,0.0,360.09
flight_long,74.23,dairy,1.28,coal,32.33,3,18061.22,1509.97
motorcycle,49.17,rice,2.34,grid_india,13.72,3,7477.77,859.05
flight_short,48.65,fruits,1.62,natural_gas,37.43,2,15152.55,1266.48
flight_short,67.51,fish,1.23,solar,21.99,0,0.0,791.98
car_petrol,8.69,fish,1.4,solar,6.35,3,19138.03,636.63
train,70.43,fish,0.77,hydro,26.29,1,4274.04,322.15
motorcycle,33.86,fish,1.5,oil,16.63,9,45192.02,1472.89
car_petrol,71.63,beef,0.92,grid_eu,36.07,9,41258.62,2193.49
flight_long,39.14,eggs,2.48,solar,31.63,8,51600.69,1391.86
train,71.65,rice,2.21,coal,21.73,0,0.0,919.98
car_ev,8.33,fruits,1.87,grid_india,10.38,5,30503.0,839.89
bus,11.25,legumes,1.99,oil,13.98,5,21398.72,742.74
car_petrol,58.3,beef,1.91,nuclear,36.68,7,47183.26,2653.03
car_petrol,74.35,lamb,0.7,grid_india,15.99,9,48671.55,2109.93
bicycle,35.45,legumes,0.58,solar,28.9,0,0.0,50.73
motorcycle,11.45,dairy,2.24,oil,23.71,2,3378.97,823.66
train,9.94,lamb,1.39,solar,31.81,5,35137.34,2358.01
car_ev,45.47,pork,2.28,solar,11.03,3,4650.88,932.69
car_petrol,5.96,eggs,0.8,grid_india,25.31,1,6514.73,822.78
car_petrol,51.33,beef,1.23,nuclear,37.66,6,6479.16,1333.75
walking,44.22,chicken,0.86,natural_gas,7.69,4,28487.78,804.89
bicycle,40.24,rice,1.45,solar,12.4,3,19668.72,515.48
motorcycle,50.43,dairy,1.78,hydro,27.94,4,19785.56,649.66
train,55.21,eggs,1.43,nuclear,19.01,2,9407.63,430.87
bus,46.86,legumes,2.03,natural_gas,21.97,1,2125.13,518.2
flight_short,55.29,fruits,0.72,grid_us,25.89,9,6908.02,963.61
car_petrol,53.16,fruits,1.44,nuclear,29.91,6,25415.42,789.11
car_diesel,7.17,fruits,1.8,hydro,5.96,9,67527.73,1179.78
car_petrol,74.19,legumes,1.88,coal,29.85,5,4736.41,1304.08
walking,13.52,eggs,1.69,grid_eu,38.4,9,54644.27,1248.88
car_petrol,50.04,fish,1.17,grid_india,30.69,1,1442.86,1153.67
car_ev,16.92,pork,0.89,natural_gas,18.54,2,3538.71,690.76
flight_long,74.48,fruits,1.15,wind,23.33,3,14091.34,694.08
bicycle,18.19,pork,1.54,grid_eu,5.37,1,1158.17,637.37
car_petrol,46.38,fish,0.65,hydro,33.81,8,26722.38,819.68
motorcycle,73.46,chicken,1.71,grid_india,27.29,3,1884.6,1130.24
bus,35.09,vegetables,2.49,oil,9.69,8,11183.65,599.08
bus,69.34,fruits,1.55,grid_india,15.25,3,7445.85,696.04
bicycle,79.45,dairy,1.43,solar,10.17,5,3018.33,209.21
car_ev,36.73,legumes,1.74,wind,18.62,7,8936.04,228.6
bicycle,64.48,fish,2.28,oil,24.02,0,0.0,853.59
flight_long,19.19,chicken,2.12,coal,17.69,3,2246.72,950.51
car_petrol,50.8,lamb,1.84,natural_gas,33.01,2,2925.59,3002.7
train,67.42,chicken,2.18,grid_us,15.43,5,30188.3,1178.18
bus,50.62,legumes,2.0,grid_us,32.33,0,0.0,601.06
bus,31.71,fruits,1.09,natural_gas,34.68,0,0.0,657.75
flight_long,78.07,rice,1.2,hydro,18.74,0,0.0,646.66
bus,56.88,chicken,0.94,grid_us,16.15,3,6637.2,690.11
train,46.06,lamb,1.37,natural_gas,7.37,0,0.0,1669.36
walking,17.85,beef,1.98,grid_us,13.16,7,24895.55,2382.27
walking,8.8,pork,0.95,hydro,5.7,5,8823.56,489.31
bicycle,25.77,lamb,1.78,wind,25.52,8,31966.87,2765.91
bicycle,37.39,nuts,1.18,grid_eu,18.78,6,9845.24,388.77
walking,58.99,rice,0.54,nuclear,24.75,2,10423.85,233.8
flight_short,53.32,nuts,1.84,hydro,23.62,6,31137.77,1063.99
bicycle,28.93,nuts,1.46,solar,9.77,0,0.0,120.55
bicycle,16.07,pork,1.75,wind,6.42,8,27851.34,1088.91
car_ev,59.02,pork,0.94,grid_us,29.76,8,46789.86,1604.9
car_petrol,22.36,nuts,0.57,wind,27.12,0,0.0,181.75
train,15.83,lamb,2.34,grid_eu,33.08,2,11266.74,3060.54
walking,53.96,nuts,1.0,nuclear,34.93,5,14125.07,323.05
flight_long,14.31,fruits,2.27,grid_india,8.62,2,3272.23,386.28
car_diesel,31.24,eggs,1.87,natural_gas,20.59,6,45076.99,1282.46
car_diesel,17.28,nuts,0.64,solar,36.92,0,0.0,179.24
car_ev,57.55,vegetables,1.44,hydro,25.9,8,23545.59,607.88
car_ev,37.86,lamb,0.9,grid_india,13.33,0,0.0,1357.89
walking,73.97,chicken,0.84,coal,18.2,6,38523.36,1211.08
walking,72.37,lamb,1.72,nuclear,32.68,4,25281.47,2367.02
flight_short,18.81,pork,1.97,grid_us,22.11,7,14608.06,1364.88
bicycle,12.08,eggs,1.94,grid_eu,11.35,7,31756.47,893.54
bicycle,31.83,chicken,1.31,nuclear,21.09,4,14781.69,541.41
car_petrol,22.61,eggs,1.23,grid_eu,17.77,7,43707.25,1140.58
bicycle,70.03,rice,2.06,grid_us,27.39,0,0.0,498.08
motorcycle,26.64,chicken,1.08,grid_us,33.57,7,22606.79,1077.23
bus,22.18,lamb,1.92,oil,39.45,5,5780.49,3369.11
bicycle,39.23,legumes,1.03,hydro,10.31,4,21618.31,432.21
motorcycle,27.5,chicken,1.99,oil,18.0,8,42618.03,1615.49
car_diesel,23.18,fruits,1.48,coal,8.57,0,0.0,375.47
car_petrol,72.26,dairy,2.1,wind,15.68,1,6485.35,783.85
bicycle,25.04,fruits,1.53,grid_us,38.4,5,35271.52,1122.08
car_ev,54.48,rice,1.65,grid_india,21.88,1,7566.96,880.63
flight_short,34.89,fruits,1.6,hydro,39.43,0,0.0,332.45
flight_long,50.66,lamb,1.72,grid_us,5.13,8,10857.68,2524.83
bicycle,68.22,legumes,0.9,oil,38.83,9,10206.84,949.68
motorcycle,63.79,vegetables,1.45,wind,30.11,8,20200.15,624.4
bicycle,79.8,lamb,1.12,oil,20.93,6,47996.62,2264.14
bus,74.51,pork,1.96,wind,21.64,9,63645.07,1785.17
flight_short,13.14,nuts,2.26,hydro,39.22,4,7831.07,416.93
flight_short,17.42,beef,2.01,solar,36.41,1,3618.12,1917.2
car_petrol,75.44,dairy,1.71,hydro,11.83,8,5561.77,723.48
car_diesel,20.11,vegetables,1.29,solar,33.25,0,0.0,213.46
car_petrol,13.22,rice,1.93,grid_us,29.32,3,13133.08,876.2
flight_long,9.15,pork,1.28,grid_us,11.92,0,0.0,624.45
train,65.98,legumes,1.1,natural_gas,35.25,7,46551.46,1439.99
car_ev,13.84,vegetables,1.73,hydro,11.2,2,5038.5,224.1
motorcycle,11.24,legumes,1.67,grid_india,9.26,5,25820.62,633.24
car_diesel,10.46,fruits,0.56,hydro,37.84,7,25476.77,512.34
car_ev,13.19,legumes,1.6,wind,13.14,4,25793.32,496.61
bus,6.48,lamb,0.84,grid_eu,30.84,9,52224.79,2380.81
car_ev,62.56,vegetables,1.58,grid_us,14.48,3,17768.27,607.28
walking,18.79,rice,1.27,grid_eu,22.72,4,9712.45,485.47
car_diesel,61.3,lamb,1.36,grid_eu,23.9,7,39142.51,2600.65
bicycle,9.55,fruits,0.94,coal,20.99,3,15404.39,810.92
motorcycle,33.81,vegetables,2.17,grid_us,27.91,2,14322.91,760.63
walking,46.38,chicken,0.77,nuclear,20.69,4,18522.97,499.44
bus,11.26,fruits,0.69,coal,30.13,7,21715.87,1133.8
flight_long,7.49,lamb,0.73,natural_gas,13.85,8,27597.02,1522.56
bicycle,23.79,rice,1.18,oil,38.58,7,32294.85,1440.91
bicycle,16.79,pork,1.73,natural_gas,35.81,2,4671.39,1220.65
bus,42.05,fruits,2.14,hydro,20.81,1,705.28,203.79
motorcycle,13.51,lamb,1.19,solar,36.47,0,0.0,1420.36
car_diesel,33.65,beef,0.63,oil,12.18,8,56079.64,1863.76
train,66.04,chicken,1.1,solar,31.62,5,5235.99,461.68
bus,27.43,beef,0.99,nuclear,33.09,0,0.0,919.7
motorcycle,30.44,vegetables,1.68,grid_eu,14.75,9,42055.08,1016.6
car_petrol,54.66,dairy,1.0,solar,9.86,9,61936.18,1399.52
car_ev,75.23,pork,2.47,grid_india,13.98,3,5602.05,1401.82
car_diesel,74.4,fruits,0.59,hydro,6.23,5,19725.49,654.09
bus,61.26,beef,1.49,natural_gas,17.22,0,0.0,1623.71
flight_long,47.15,rice,2.21,wind,30.86,4,13930.43,804.81
motorcycle,33.61,legumes,1.15,grid_eu,17.94,7,15116.67,548.96
walking,15.71,beef,1.75,nuclear,12.15,0,0.0,1389.15
bus,12.86,eggs,1.16,hydro,14.2,6,7765.79,336.72
bus,63.4,rice,0.58,oil,13.33,5,23134.9,828.41
bicycle,69.61,dairy,2.48,solar,36.09,2,3022.7,314.7
car_petrol,78.01,fish,0.85,grid_us,29.65,2,5106.97,975.25
car_diesel,45.97,lamb,0.55,hydro,22.2,4,30447.34,1410.79
train,26.09,nuts,0.8,natural_gas,7.95,7,28932.34,655.48
walking,58.75,lamb,1.65,wind,20.51,6,14912.83,2193.3
car_diesel,33.59,legumes,0.98,solar,18.55,5,21681.82,596.27
flight_short,29.21,eggs,0.86,coal,28.01,4,9207.37,1211.55
car_petrol,60.88,eggs,2.46,hydro,30.05,2,2105.65,811.02
walking,13.0,dairy,1.65,oil,36.16,6,43723.96,1577.53
car_petrol,77.0,chicken,1.44,wind,39.11,4,7846.07,920.85
car_ev,30.13,fruits,1.08,hydro,12.28,8,63238.93,1096.5
car_petrol,51.66,eggs,1.48,grid_eu,24.99,5,32838.2,1369.91
flight_short,17.26,fish,0.99,natural_gas,12.36,6,22294.27,860.15
bus,61.27,beef,2.14,solar,33.35,5,14112.07,2042.63
train,32.0,rice,1.02,oil,10.31,3,17897.11,660.52
car_diesel,61.82,eggs,1.18,natural_gas,31.51,0,0.0,929.83
motorcycle,14.11,fruits,1.37,grid_us,29.1,2,15022.52,713.1
flight_long,50.84,pork,1.04,oil,7.97,1,7115.64,978.3
motorcycle,10.73,legumes,2.31,solar,24.48,9,14221.37,323.72
train,79.3,fish,0.79,natural_gas,35.49,4,20372.09,1100.98
walking,70.98,pork,1.38,solar,23.48,6,32046.08,1106.78
motorcycle,47.75,beef,2.06,grid_india,34.71,9,7635.3,2645.96
flight_long,9.58,rice,1.43,solar,35.94,3,22404.1,600.91
car_petrol,27.28,nuts,2.12,hydro,36.71,3,12901.01,579.73
flight_short,58.84,fruits,1.38,grid_eu,27.82,0,0.0,728.73
walking,20.43,legumes,1.36,nuclear,10.2,0,0.0,37.72
car_ev,77.34,rice,0.77,grid_eu,32.49,8,13476.49,695.41
flight_short,77.48,lamb,1.62,natural_gas,37.44,3,4919.25,3031.24
flight_long,63.34,vegetables,1.58,solar,16.44,9,32933.01,1013.78
bicycle,52.75,legumes,1.34,grid_eu,27.74,4,21600.2,572.56
walking,23.71,nuts,2.21,solar,6.23,5,13016.12,427.29
bicycle,56.45,fish,1.12,grid_india,18.38,8,42741.12,1252.74
train,79.25,chicken,2.3,coal,29.85,0,0.0,1313.35
flight_long,25.15,rice,2.45,grid_us,11.18,7,52663.44,1498.36
bicycle,49.49,nuts,0.7,grid_india,36.19,7,20616.23,1091.54
flight_long,14.83,chicken,1.51,grid_us,33.16,4,20523.7,1046.43
motorcycle,8.43,beef,2.41,grid_eu,36.61,2,13339.37,2534.39
car_diesel,77.34,chicken,1.94,nuclear,33.93,8,37305.12,1535.72
walking,69.29,vegetables,1.11,wind,32.47,5,19008.21,379.33
bus,17.74,pork,1.88,grid_eu,16.86,5,17587.23,1109.19
bus,79.72,vegetables,1.15,grid_india,5.71,2,5718.36,529.37
flight_long,64.01,chicken,1.82,nuclear,19.48,2,15337.18,1095.24
walking,66.9,lamb,1.97,grid_us,37.63,5,30342.07,3370.36
walking,20.9,legumes,2.27,grid_india,36.77,2,13121.66,985.65
train,65.28,fruits,1.75,solar,29.76,5,14513.57,407.26
walking,60.2,nuts,0.96,coal,8.4,0,0.0,309.01
car_ev,57.61,chicken,0.5,grid_us,27.21,2,4340.41,581.83
walking,16.2,dairy,1.38,grid_us,27.0,2,4654.92,521.24
train,8.08,vegetables,0.98,oil,38.27,9,65970.75,1755.25
bus,26.57,rice,2.31,nuclear,32.43,3,20942.16,717.89
bus,74.57,vegetables,1.7,solar,17.06,4,13091.08,487.48
motorcycle,5.11,beef,1.74,grid_india,31.14,1,4417.17,2051.0
car_diesel,54.92,pork,2.42,grid_india,15.89,3,10653.05,1684.25
walking,31.2,eggs,2.09,coal,6.17,0,0.0,451.19
car_petrol,70.4,eggs,0.86,coal,25.58,7,23369.94,1524.01
car_petrol,36.52,fruits,1.26,coal,31.72,8,35755.33,1665.46
motorcycle,70.49,lamb,1.61,solar,17.38,9,5687.32,2516.72
walking,28.2,fish,1.45,wind,9.3,7,27609.96,720.93
bus,5.74,chicken,1.41,oil,13.35,1,2495.59,625.31
car_petrol,72.52,fruits,1.92,coal,22.7,5,38763.1,1792.76
bicycle,61.12,eggs,1.5,solar,30.02,3,16873.72,545.91
car_ev,9.8,legumes,2.19,grid_us,15.18,1,6544.47,341.24
walking,57.17,dairy,2.35,wind,18.82,3,12747.93,415.84
walking,56.94,rice,0.76,hydro,10.74,2,7129.07,211.92
bus,58.89,legumes,2.48,natural_gas,27.53,9,21091.76,982.75
car_ev,16.23,fish,2.18,wind,18.33,6,6080.39,494.92
car_ev,66.23,nuts,1.3,nuclear,14.97,7,12356.8,407.58
car_ev,18.44,pork,1.66,oil,19.85,9,67037.47,2246.69
bus,37.38,fruits,1.26,natural_gas,10.25,3,8300.61,408.56
train,51.31,fruits,1.29,grid_us,8.4,2,11096.7,382.66
car_diesel,40.32,eggs,1.72,wind,13.37,3,13758.36,637.67
car_diesel,47.93,lamb,0.73,coal,25.15,3,15567.19,2086.73
flight_short,24.47,eggs,2.35,hydro,20.63,6,4678.52,615.51
bus,45.89,nuts,2.42,hydro,20.37,5,37810.04,945.42
car_ev,17.07,beef,1.66,nuclear,18.39,2,6903.94,1429.83
flight_short,36.81,fruits,2.02,hydro,39.49,3,13125.22,563.4
flight_long,33.73,vegetables,1.89,nuclear,38.14,2,2119.2,358.41
motorcycle,45.03,nuts,1.75,oil,35.39,9,38906.28,1800.68
car_ev,34.67,eggs,2.41,grid_eu,31.06,6,9966.51,842.54
train,68.79,vegetables,1.55,hydro,34.02,6,32999.14,721.51
bus,37.72,dairy,0.59,coal,27.39,3,16195.44,1156.73
bicycle,44.15,pork,0.61,oil,39.56,8,21460.41,1297.04
car_ev,21.13,legumes,1.76,nuclear,39.95,9,39817.22,716.29
flight_short,40.12,beef,0.96,solar,14.0,9,27170.17,1504.44
walking,55.53,vegetables,1.66,nuclear,19.81,2,8249.77,229.03
flight_short,15.65,rice,1.97,solar,15.26,8,17698.63,657.82
bus,43.61,beef,0.79,solar,17.2,8,58192.5,1716.08
train,40.74,vegetables,1.5,grid_us,35.14,3,9566.99,687.73
flight_long,75.58,rice,2.38,natural_gas,26.57,6,28435.19,1513.25
bus,38.93,chicken,0.55,oil,10.1,9,46310.95,1175.99
car_diesel,52.07,lamb,2.08,hydro,28.81,0,0.0,2965.56
car_petrol,61.16,legumes,2.13,nuclear,26.64,1,6145.04,528.96
bus,51.97,chicken,1.94,solar,14.41,3,17910.27,832.62
car_petrol,58.82,nuts,2.06,oil,32.39,5,8130.02,1193.49
bicycle,9.17,vegetables,1.53,coal,30.88,0,0.0,807.83
walking,50.45,rice,0.89,natural_gas,37.07,2,14901.89,818.36
car_ev,27.32,legumes,1.13,natural_gas,13.14,9,55970.48,1157.65
train,65.23,vegetables,2.1,hydro,18.21,3,2683.2,272.7
flight_long,22.21,chicken,1.5,grid_eu,34.16,1,3719.13,732.05
flight_long,72.88,legumes,0.69,hydro,12.64,1,6818.54,570.12
train,65.48,eggs,1.72,grid_eu,22.13,6,13925.92,729.09
car_diesel,72.45,pork,1.51,hydro,37.27,4,17850.34,1201.07
car_diesel,55.99,fish,1.63,natural_gas,12.18,2,2370.24,827.91
car_diesel,78.41,legumes,1.8,grid_eu,19.45,3,10507.0,837.4
walking,42.38,nuts,1.08,hydro,17.7,8,36922.08,661.33
car_petrol,76.66,chicken,0.59,grid_india,29.71,6,9453.84,1353.53
car_petrol,67.11,chicken,1.48,grid_us,38.85,0,0.0,1194.78
motorcycle,10.3,legumes,1.54,grid_eu,36.71,4,17549.92,629.29
flight_short,9.67,pork,2.13,hydro,8.49,7,9836.14,1102.86
motorcycle,37.15,rice,0.74,grid_eu,8.74,3,21926.09,662.31
flight_short,59.17,vegetables,1.69,wind,12.08,8,55320.86,1435.56
walking,6.85,fish,0.64,nuclear,31.91,7,49949.74,971.21
car_petrol,6.28,rice,1.89,grid_us,29.72,6,33939.52,1161.01
car_petrol,58.15,fruits,0.7,grid_us,15.92,1,3446.0,599.29
walking,27.28,dairy,1.61,nuclear,28.46,1,4407.52,248.89
bus,65.77,vegetables,1.37,coal,13.9,6,39560.52,1277.39
car_ev,25.49,nuts,2.45,grid_eu,13.89,9,45766.33,1164.61
walking,51.74,beef,1.91,grid_india,7.41,0,0.0,1678.62
motorcycle,48.95,lamb,2.46,coal,38.83,2,1933.36,4103.46
train,66.55,nuts,0.56,grid_eu,22.09,1,7154.03,408.5
car_ev,54.62,fruits,2.28,natural_gas,30.45,9,38779.88,1277.72
motorcycle,17.52,pork,0.97,grid_india,32.84,1,1732.99,1194.29
flight_long,17.51,nuts,1.24,grid_eu,14.06,4,20739.07,620.41
train,59.69,chicken,1.39,nuclear,21.77,8,50032.96,1249.91
bicycle,77.21,dairy,2.42,nuclear,35.72,1,7791.66,379.39
car_petrol,69.09,pork,0.9,nuclear,36.91,3,18738.97,1087.11
flight_long,28.23,nuts,1.57,hydro,26.76,2,15556.26,588.79
car_ev,65.15,lamb,2.37,grid_us,13.55,6,18598.97,3493.62
bus,31.62,fruits,0.93,wind,5.26,9,16208.68,372.27
car_diesel,51.44,dairy,2.25,solar,24.19,4,4651.35,598.12
walking,54.59,chicken,0.93,nuclear,23.82,5,35840.31,820.58
flight_long,72.04,chicken,1.83,grid_eu,18.34,8,22024.59,1289.71
bicycle,50.7,chicken,1.52,grid_eu,28.48,5,5997.06,690.25
motorcycle,70.27,legumes,1.07,coal,31.5,3,8983.41,1203.97
train,65.2,fish,0.86,grid_india,23.07,8,53959.09,1532.83
car_petrol,67.45,lamb,1.59,hydro,39.21,9,47770.36,2878.66
train,20.51,pork,0.86,coal,37.0,8,21095.79,1555.79
car_diesel,47.96,nuts,0.56,grid_us,7.96,0,0.0,380.85
motorcycle,49.25,vegetables,0.55,grid_eu,33.44,8,61468.79,1493.87
flight_short,68.76,lamb,0.63,nuclear,26.54,8,54204.25,2068.15
car_ev,60.45,nuts,1.37,grid_us,38.07,9,65551.3,1817.43
bus,63.53,vegetables,0.53,coal,23.52,8,9378.07,939.21
car_petrol,44.89,vegetables,2.37,natural_gas,27.58,2,6010.01,906.15
car_diesel,15.35,vegetables,2.2,solar,26.53,2,1582.18,238.68
bicycle,59.06,fruits,0.81,grid_eu,24.03,2,2800.19,270.02
motorcycle,44.55,eggs,2.49,solar,21.95,1,5787.83,595.06
bus,65.62,fish,0.95,nuclear,13.52,4,30563.72,797.92
flight_short,8.81,fruits,2.1,wind,34.05,5,38445.78,838.85
train,27.82,fish,1.24,hydro,38.35,2,7835.91,441.75
car_ev,50.84,dairy,1.23,hydro,8.56,6,6134.17,297.08
car_diesel,73.64,vegetables,0.81,natural_gas,24.94,2,13487.17,1007.74
flight_long,45.94,fruits,0.98,nuclear,18.68,5,2652.27,340.92
car_ev,62.13,eggs,2.45,grid_eu,28.81,6,16736.89,1042.01
flight_short,75.03,legumes,1.32,hydro,14.39,2,3958.09,704.78
bus,39.29,fruits,0.74,hydro,14.94,3,3703.61,191.51
car_diesel,47.5,nuts,0.83,oil,38.51,0,0.0,1145.67
walking,14.18,beef,1.74,nuclear,31.3,6,20182.76,1732.39
walking,70.43,fruits,0.98,nuclear,6.08,0,0.0,33.9
train,15.23,dairy,2.4,natural_gas,8.19,7,35616.24,963.78
car_petrol,62.09,pork,0.53,nuclear,9.13,3,18962.92,779.11
flight_long,42.94,lamb,1.01,nuclear,32.31,2,14281.61,1712.24
flight_long,18.55,eggs,0.69,nuclear,22.74,4,2691.58,270.93
bus,42.43,fruits,1.27,nuclear,33.13,2,5385.21,264.81
car_petrol,30.66,legumes,1.35,grid_india,34.97,0,0.0,930.17
flight_long,14.08,fruits,2.0,hydro,17.61,6,14687.0,370.01
bus,42.64,legumes,1.37,nuclear,30.15,7,26956.01,581.81
bus,47.08,fish,2.25,grid_eu,26.05,0,0.0,780.27
car_petrol,37.44,fruits,0.68,grid_eu,15.34,2,12513.93,591.11
flight_short,48.8,dairy,2.38,nuclear,19.47,0,0.0,599.55
bicycle,48.86,dairy,2.3,oil,10.08,4,2893.16,496.57
flight_short,54.84,beef,2.07,natural_gas,22.18,3,9339.51,2578.41
train,72.89,nuts,1.03,wind,14.22,9,5684.46,274.21
flight_short,64.43,beef,1.87,wind,28.07,3,17189.83,2468.97
car_petrol,42.0,fruits,2.06,solar,23.92,3,4989.61,406.05
walking,66.4,legumes,1.78,hydro,31.04,0,0.0,65.08
walking,15.48,pork,2.43,natural_gas,10.66,3,16148.65,1260.31
car_petrol,66.7,chicken,1.86,natural_gas,33.53,4,5534.22,1311.01
flight_short,30.16,nuts,1.94,hydro,6.85,8,34059.81,991.37
bus,64.85,dairy,2.06,oil,16.66,1,7089.66,783.8
car_ev,35.6,eggs,0.78,coal,27.35,7,15047.45,1104.62
car_diesel,9.93,pork,2.05,grid_us,15.22,2,14245.87,1206.57
