transport_type,km_per_day,food_type,kg_food_per_day,energy_source,kwh_per_day,flights_per_year,flight_km_total,waste_co2_monthly,clothing_co2_monthly,grocery_bill_monthly,energy_efficient,monthly_co2_kg
car_petrol,264.77,fish,0.15,coal,5.5,1,2000.0,90.93,40.83,51.0,0,334.5
bus,3.47,chicken,0.15,grid_eu,4.95,1,2000.0,2.17,20.0,243.0,1,91.25
bicycle,1.07,vegetables,0.9,coal,5.04,4,8000.0,60.62,21.67,132.0,1,164.5
bus,20.73,dairy,0.75,grid_eu,4.24,4,8000.0,17.32,15.83,109.0,0,142.25
car_ev,156.67,dairy,0.75,grid_eu,4.01,4,8000.0,17.32,32.5,282.0,1,161.08
bicycle,2.37,fish,0.15,coal,4.31,4,8000.0,45.47,40.83,125.0,1,228.5
car_ev,246.6,fish,0.15,natural_gas,2.94,4,8000.0,17.32,26.67,156.0,0,190.17
car_diesel,288.53,vegetables,0.9,grid_eu,2.95,0,0.0,4.33,41.67,88.0,1,306.67
bicycle,0.47,chicken,0.15,grid_eu,5.0,4,8000.0,15.16,0.83,108.0,0,111.83
car_petrol,127.53,fish,0.15,coal,3.84,1,2000.0,15.16,5.83,111.0,0,170.42
bus,27.5,chicken,0.15,grid_eu,5.6,1,2000.0,17.32,6.67,253.0,0,162.5
bus,13.9,fish,0.15,grid_eu,6.17,8,16000.0,106.09,1.67,200.0,0,214.08
bicycle,0.9,chicken,0.15,coal,3.69,0,0.0,60.62,17.5,139.0,1,131.83
car_petrol,325.57,chicken,0.15,coal,3.78,1,2000.0,30.31,2.5,260.0,0,428.75
bicycle,1.47,dairy,0.75,natural_gas,3.94,0,0.0,43.3,15.83,261.0,0,90.17
bicycle,0.23,fish,0.15,coal,4.71,4,8000.0,75.78,0.83,160.0,0,219.75
bicycle,0.7,chicken,0.15,coal,3.82,8,16000.0,75.78,11.67,175.0,0,244.75
bus,53.83,chicken,0.15,coal,3.04,0,0.0,60.62,27.5,291.0,0,174.58
bus,35.93,chicken,0.15,grid_eu,3.91,8,16000.0,30.31,11.67,90.0,0,171.33
car_petrol,295.9,dairy,0.75,coal,4.73,8,16000.0,60.62,16.67,155.0,1,352.58
bicycle,1.63,dairy,0.75,grid_eu,6.28,0,0.0,106.09,7.5,127.0,1,136.17
bicycle,2.2,vegetables,0.9,coal,3.73,0,0.0,34.64,37.5,246.0,0,144.75
car_petrol,184.63,chicken,0.15,coal,5.42,1,2000.0,34.64,34.17,208.0,1,223.83
bicycle,2.9,chicken,0.15,grid_eu,5.07,4,8000.0,106.09,30.83,260.0,0,225.25
bus,18.5,fish,0.15,coal,3.98,0,0.0,4.33,39.17,52.0,0,105.17
car_petrol,267.53,dairy,0.75,coal,4.08,4,8000.0,60.62,21.67,133.0,0,514.67
car_petrol,204.47,dairy,0.75,grid_eu,5.4,0,0.0,15.16,10.83,221.0,0,155.33
bicycle,1.67,chicken,0.15,grid_eu,4.69,1,2000.0,15.16,5.83,107.0,1,44.83
bicycle,1.33,fish,0.15,coal,2.84,1,2000.0,51.96,3.33,262.0,1,127.5
bicycle,0.7,dairy,0.75,grid_eu,3.37,0,0.0,15.16,12.5,63.0,0,57.58
bus,17.03,fish,0.15,grid_eu,6.27,1,2000.0,43.3,2.5,126.0,0,98.5
bus,11.47,dairy,0.75,grid_eu,4.73,1,2000.0,21.65,32.5,269.0,1,136.5
bus,14.53,vegetables,0.9,grid_eu,5.66,0,0.0,17.32,30.83,106.0,0,83.17
bus,22.43,chicken,0.15,natural_gas,3.48,8,16000.0,60.62,15.0,113.0,1,227.17
car_petrol,219.03,fish,0.15,grid_eu,3.84,0,0.0,60.62,38.33,261.0,1,336.5
bicycle,0.47,dairy,0.75,coal,5.35,0,0.0,8.66,30.0,267.0,1,116.33
bicycle,0.6,dairy,0.75,coal,4.22,1,2000.0,60.62,24.17,111.0,0,131.25
car_diesel,281.9,fish,0.15,coal,4.29,8,16000.0,34.64,30.0,127.0,0,394.08
car_petrol,82.1,chicken,0.15,grid_eu,3.9,4,8000.0,17.32,17.5,170.0,1,148.33
bus,4.83,dairy,0.75,coal,5.17,0,0.0,21.65,35.0,242.0,0,114.67
bus,58.77,vegetables,0.9,coal,6.1,1,2000.0,60.62,20.83,269.0,0,151.08
bus,22.93,fish,0.15,coal,4.82,1,2000.0,106.09,25.83,206.0,0,166.83
car_petrol,39.0,vegetables,0.9,coal,3.5,0,0.0,4.33,7.5,220.0,0,100.67
car_petrol,170.07,fish,0.15,grid_eu,5.52,4,8000.0,10.82,16.67,285.0,0,263.83
bicycle,3.03,vegetables,0.9,natural_gas,3.45,1,2000.0,60.62,2.5,142.0,1,94.5
bicycle,1.3,fish,0.15,coal,5.13,0,0.0,30.31,10.0,91.0,0,81.17
car_petrol,74.07,chicken,0.15,grid_eu,4.07,4,8000.0,2.17,14.17,152.0,0,167.42
bicycle,2.87,fish,0.15,grid_eu,3.21,0,0.0,106.09,22.5,157.0,0,118.17
bicycle,0.03,chicken,0.15,natural_gas,3.78,0,0.0,10.82,5.83,169.0,0,77.17
bicycle,1.07,dairy,0.75,coal,3.81,0,0.0,15.16,25.0,150.0,0,66.08
bus,64.7,dairy,0.75,coal,6.07,0,0.0,45.47,4.17,156.0,1,130.92
car_petrol,320.77,vegetables,0.9,coal,5.51,1,2000.0,15.16,31.67,214.0,0,266.67
car_petrol,224.2,chicken,0.15,grid_eu,3.47,0,0.0,21.65,22.5,248.0,0,280.17
bus,20.87,chicken,0.15,grid_eu,3.98,4,8000.0,45.47,31.67,283.0,1,188.5
bus,41.9,vegetables,0.9,natural_gas,4.23,8,16000.0,34.64,11.67,108.0,0,232.25
bicycle,0.33,dairy,0.75,coal,4.42,8,16000.0,60.62,35.83,98.0,0,287.58
car_petrol,140.2,fish,0.15,grid_eu,2.78,1,2000.0,30.31,29.17,293.0,1,219.08
bicycle,0.03,chicken,0.15,coal,3.88,0,0.0,8.66,9.17,270.0,0,108.5
car_ev,239.5,chicken,0.15,natural_gas,4.29,8,16000.0,34.64,25.0,279.0,0,321.58
car_diesel,107.5,fish,0.15,coal,3.21,1,2000.0,21.65,8.33,229.0,0,156.5
bus,28.1,dairy,0.75,grid_eu,4.05,0,0.0,30.31,11.67,266.0,0,78.92
bicycle,0.1,vegetables,0.9,grid_eu,6.33,8,16000.0,8.66,35.83,79.0,1,167.08
bus,0.27,chicken,0.15,coal,5.17,4,8000.0,51.96,22.5,293.0,0,276.33
car_petrol,145.4,vegetables,0.9,coal,3.71,8,16000.0,21.65,30.0,288.0,0,439.92
bicycle,2.3,chicken,0.15,coal,4.43,4,8000.0,8.66,2.5,276.0,1,104.92
car_petrol,268.2,chicken,0.15,natural_gas,4.75,1,2000.0,2.17,9.17,240.0,0,379.33
car_diesel,228.4,vegetables,0.9,natural_gas,4.28,0,0.0,25.98,6.67,97.0,1,185.42
bicycle,1.9,fish,0.15,coal,4.38,4,8000.0,25.98,1.67,202.0,0,169.92
car_diesel,264.2,chicken,0.15,natural_gas,4.27,8,16000.0,21.65,39.17,154.0,0,477.92
car_ev,179.7,vegetables,0.9,coal,3.79,8,16000.0,34.64,1.67,173.0,0,238.83
bicycle,0.63,dairy,0.75,coal,4.34,0,0.0,106.09,11.67,81.0,1,167.83
car_diesel,125.83,dairy,0.75,coal,4.48,8,16000.0,34.64,25.0,125.0,0,301.42
bus,51.07,fish,0.15,coal,5.58,1,2000.0,25.98,3.33,158.0,0,117.0
bicycle,0.17,dairy,0.75,coal,4.44,4,8000.0,12.99,14.17,79.0,1,138.67
bus,24.57,dairy,0.75,coal,3.83,8,16000.0,12.99,24.17,293.0,0,216.5
bus,52.9,vegetables,0.9,natural_gas,3.39,1,2000.0,8.66,5.0,56.0,0,96.08
car_petrol,1.97,dairy,0.75,grid_eu,5.74,8,16000.0,45.47,32.5,101.0,0,229.5
bus,33.67,vegetables,0.9,coal,5.99,8,16000.0,30.31,39.17,52.0,0,238.33
bicycle,1.0,vegetables,0.9,natural_gas,2.94,0,0.0,15.16,17.5,97.0,0,78.25
car_petrol,324.83,fish,0.15,natural_gas,5.84,0,0.0,17.32,8.33,53.0,0,230.0
car_petrol,106.7,dairy,0.75,coal,3.35,4,8000.0,43.3,0.83,246.0,0,196.5
car_diesel,107.6,chicken,0.15,coal,4.68,0,0.0,15.16,34.17,87.0,1,178.25
car_petrol,319.97,chicken,0.15,coal,6.1,0,0.0,8.66,27.5,110.0,0,414.5
bus,44.2,vegetables,0.9,grid_eu,3.99,1,2000.0,75.78,7.5,299.0,1,144.92
bicycle,1.8,dairy,0.75,natural_gas,2.84,0,0.0,34.64,3.33,176.0,0,82.0
car_petrol,239.6,chicken,0.15,coal,4.86,8,16000.0,8.66,11.67,67.0,0,378.83
bicycle,2.83,chicken,0.15,coal,4.29,8,16000.0,34.64,33.33,120.0,1,245.83
bicycle,1.13,vegetables,0.9,coal,5.22,8,16000.0,15.16,22.5,50.0,1,219.58
bus,34.7,dairy,0.75,grid_eu,4.51,1,2000.0,21.65,3.33,193.0,1,76.08
car_diesel,194.43,fish,0.15,grid_eu,3.24,1,2000.0,43.3,5.83,132.0,0,174.92
car_ev,3.73,chicken,0.15,natural_gas,5.4,8,16000.0,17.32,14.17,215.0,1,189.0
bicycle,0.07,vegetables,0.9,coal,4.1,1,2000.0,12.99,20.0,111.0,0,122.17
car_petrol,266.3,dairy,0.75,natural_gas,5.46,0,0.0,10.82,36.67,221.0,0,338.0
bicycle,0.4,vegetables,0.9,coal,4.78,1,2000.0,75.78,39.17,235.0,0,202.0
car_petrol,151.77,chicken,0.15,grid_eu,3.11,1,2000.0,21.65,31.67,183.0,0,251.33
bus,53.77,vegetables,0.9,natural_gas,3.09,8,16000.0,10.82,36.67,173.0,1,222.67
bicycle,2.87,vegetables,0.9,coal,4.37,0,0.0,17.32,10.0,53.0,0,70.58
bus,59.63,vegetables,0.9,grid_eu,5.31,0,0.0,8.66,14.17,186.0,0,72.33
bicycle,0.9,chicken,0.15,natural_gas,3.06,0,0.0,8.66,33.33,189.0,0,115.17
car_petrol,308.07,chicken,0.15,grid_eu,4.55,0,0.0,25.98,38.33,264.0,0,223.33
bicycle,0.73,fish,0.15,coal,3.7,1,2000.0,12.99,11.67,166.0,1,93.0
bicycle,0.33,dairy,0.75,coal,3.34,1,2000.0,6.5,30.0,179.0,0,142.5
bicycle,0.77,chicken,0.15,grid_eu,5.67,8,16000.0,30.31,30.0,108.0,1,229.33
bus,29.5,fish,0.15,coal,3.53,1,2000.0,45.47,28.33,169.0,1,148.42
bus,2.9,dairy,0.75,coal,3.79,4,8000.0,12.99,1.67,92.0,0,117.92
car_petrol,88.67,dairy,0.75,coal,2.84,1,2000.0,10.82,30.83,146.0,1,188.75
bicycle,0.47,chicken,0.15,coal,3.92,0,0.0,60.62,26.67,162.0,1,116.08
car_ev,147.2,chicken,0.15,coal,4.54,8,16000.0,17.32,20.83,271.0,1,245.58
bus,45.47,chicken,0.15,coal,4.73,4,8000.0,10.82,1.67,117.0,0,201.08
bus,37.2,vegetables,0.9,coal,4.96,8,16000.0,30.31,23.33,188.0,0,225.33
bus,35.33,vegetables,0.9,grid_eu,4.49,1,2000.0,43.3,14.17,296.0,1,96.83
car_ev,208.2,vegetables,0.9,natural_gas,4.63,4,8000.0,45.47,26.67,194.0,1,188.75
car_petrol,195.53,dairy,0.75,coal,4.24,4,8000.0,75.78,3.33,237.0,0,336.25
car_ev,265.93,vegetables,0.9,coal,5.09,4,8000.0,15.16,17.5,233.0,0,192.17
car_petrol,136.43,chicken,0.15,grid_eu,4.85,0,0.0,90.93,25.83,167.0,1,153.5
bicycle,0.8,chicken,0.15,natural_gas,5.17,0,0.0,90.93,24.17,61.0,0,150.25
bicycle,3.0,dairy,0.75,coal,3.36,0,0.0,17.32,1.67,54.0,0,78.17
bicycle,1.43,fish,0.15,coal,4.49,4,8000.0,43.3,25.0,120.0,1,233.33
bus,10.77,fish,0.15,coal,6.14,4,8000.0,12.99,2.5,270.0,0,122.67
bicycle,2.43,chicken,0.15,natural_gas,5.56,0,0.0,25.98,21.67,162.0,0,160.5
car_petrol,319.47,dairy,0.75,coal,4.51,4,8000.0,17.32,35.0,271.0,0,385.42
car_ev,196.63,dairy,0.75,coal,4.85,0,0.0,17.32,34.17,174.0,1,130.58
bus,29.73,vegetables,0.9,coal,3.98,1,2000.0,51.96,15.0,275.0,1,133.17
bicycle,2.87,chicken,0.15,natural_gas,5.0,0,0.0,8.66,12.5,248.0,1,77.67
bus,45.8,dairy,0.75,grid_eu,4.06,1,2000.0,17.32,21.67,230.0,1,91.17
car_ev,143.73,chicken,0.15,natural_gas,3.26,4,8000.0,2.17,14.17,97.0,0,106.0
car_diesel,216.07,vegetables,0.9,grid_eu,4.18,8,16000.0,25.98,39.17,179.0,0,380.08
bicycle,3.07,dairy,0.75,coal,5.38,0,0.0,90.93,9.17,72.0,0,179.17
bus,12.23,vegetables,0.9,coal,4.45,4,8000.0,21.65,12.5,137.0,1,192.5
bicycle,0.2,chicken,0.15,coal,4.37,0,0.0,45.47,36.67,166.0,0,148.5
car_petrol,319.93,vegetables,0.9,grid_eu,5.44,0,0.0,25.98,30.83,230.0,0,350.75
car_ev,86.0,dairy,0.75,coal,5.01,8,16000.0,8.66,40.83,196.0,0,235.83
bicycle,1.97,fish,0.15,natural_gas,5.12,4,8000.0,43.3,30.83,196.0,0,172.17
car_diesel,100.87,fish,0.15,coal,4.86,4,8000.0,106.09,3.33,71.0,0,200.33
car_petrol,234.1,fish,0.15,grid_eu,5.75,4,8000.0,60.62,31.67,286.0,0,403.83
bicycle,3.1,dairy,0.75,coal,4.71,0,0.0,25.98,32.5,129.0,0,134.25
bicycle,2.47,fish,0.15,grid_eu,5.22,0,0.0,8.66,22.5,294.0,1,93.75
car_petrol,145.87,fish,0.15,natural_gas,5.31,8,16000.0,30.31,14.17,105.0,0,361.25
bus,42.13,dairy,0.75,natural_gas,4.76,0,0.0,6.5,1.67,113.0,1,72.17
bus,52.67,vegetables,0.9,coal,5.17,1,2000.0,6.5,20.0,192.0,1,112.33
bicycle,2.13,dairy,0.75,natural_gas,4.34,1,2000.0,15.16,33.33,129.0,0,145.08
bicycle,1.83,chicken,0.15,coal,3.16,8,16000.0,25.98,16.67,128.0,0,241.33
bus,44.6,fish,0.15,natural_gas,4.04,8,16000.0,17.32,12.5,141.0,0,200.75
bus,25.73,dairy,0.75,natural_gas,4.78,0,0.0,4.33,18.33,131.0,0,55.25
bicycle,0.9,dairy,0.75,coal,5.31,4,8000.0,8.66,41.67,142.0,1,174.67
car_petrol,77.03,chicken,0.15,natural_gas,5.24,8,16000.0,30.31,9.17,141.0,0,306.92
car_ev,61.13,dairy,0.75,natural_gas,3.91,4,8000.0,75.78,18.33,196.0,0,142.75
bicycle,1.17,fish,0.15,coal,3.74,1,2000.0,4.33,38.33,142.0,1,127.42
car_ev,31.8,chicken,0.15,grid_eu,5.11,8,16000.0,15.16,34.17,268.0,0,198.92
car_petrol,169.77,dairy,0.75,coal,3.62,0,0.0,60.62,35.0,172.0,1,326.08
car_petrol,302.07,chicken,0.15,grid_eu,3.19,1,2000.0,8.66,41.67,186.0,1,339.0
car_ev,326.63,chicken,0.15,coal,4.8,8,16000.0,34.64,34.17,285.0,1,262.42
car_petrol,257.3,dairy,0.75,coal,2.98,4,8000.0,45.47,7.5,168.0,0,306.33
bus,16.27,fish,0.15,coal,4.26,1,2000.0,106.09,11.67,232.0,0,145.42
car_diesel,170.73,fish,0.15,grid_eu,4.97,4,8000.0,60.62,32.5,74.0,0,261.25
car_diesel,292.37,fish,0.15,natural_gas,4.22,8,16000.0,25.98,1.67,168.0,0,346.33
bicycle,2.53,chicken,0.15,grid_eu,4.25,4,8000.0,21.65,24.17,229.0,1,169.42
bus,64.57,vegetables,0.9,grid_eu,3.11,1,2000.0,17.32,8.33,130.0,0,76.67
bus,30.07,vegetables,0.9,natural_gas,5.41,8,16000.0,51.96,19.17,132.0,0,241.83
car_diesel,240.03,dairy,0.75,grid_eu,3.28,4,8000.0,43.3,30.83,109.0,0,376.08
car_ev,109.33,fish,0.15,coal,4.27,0,0.0,51.96,10.83,90.0,0,112.5
car_petrol,44.97,dairy,0.75,natural_gas,2.88,4,8000.0,15.16,38.33,211.0,1,135.83
bus,33.13,vegetables,0.9,coal,4.44,1,2000.0,60.62,32.5,51.0,1,125.75
bus,63.43,fish,0.15,coal,4.65,8,16000.0,106.09,30.0,166.0,0,339.0
bicycle,0.2,dairy,0.75,natural_gas,4.42,8,16000.0,12.99,26.67,123.0,0,214.83
car_petrol,20.87,dairy,0.75,coal,4.55,8,16000.0,17.32,1.67,290.0,0,204.0
bus,14.37,dairy,0.75,coal,5.11,1,2000.0,106.09,10.0,296.0,0,221.67
bicycle,2.0,vegetables,0.9,coal,3.69,4,8000.0,34.64,7.5,240.0,1,170.5
bicycle,2.43,chicken,0.15,natural_gas,5.37,0,0.0,15.16,39.17,171.0,0,126.58
car_petrol,256.77,fish,0.15,natural_gas,3.49,4,8000.0,51.96,26.67,142.0,0,430.17
bus,45.53,fish,0.15,grid_eu,3.59,0,0.0,15.16,15.0,173.0,0,65.17
car_petrol,320.37,dairy,0.75,coal,3.16,4,8000.0,17.32,8.33,206.0,0,351.25
bus,27.97,dairy,0.75,coal,5.19,8,16000.0,90.93,40.83,208.0,1,322.08
bicycle,2.57,fish,0.15,grid_eu,5.23,4,8000.0,60.62,36.67,56.0,0,198.0
bicycle,2.57,dairy,0.75,coal,3.99,0,0.0,60.62,20.0,292.0,1,132.67
bicycle,2.57,vegetables,0.9,natural_gas,3.72,1,2000.0,45.47,15.83,98.0,0,112.58
bicycle,2.3,dairy,0.75,grid_eu,4.04,8,16000.0,17.32,27.5,179.0,0,226.83
bus,49.47,vegetables,0.9,grid_eu,3.27,0,0.0,51.96,24.17,253.0,1,132.75
bus,12.07,dairy,0.75,grid_eu,4.05,0,0.0,15.16,32.5,175.0,0,103.92
bicycle,1.0,dairy,0.75,natural_gas,3.29,8,16000.0,25.98,9.17,98.0,0,185.75
bicycle,0.43,vegetables,0.9,natural_gas,3.73,8,16000.0,43.3,9.17,216.0,0,250.75
car_ev,40.63,dairy,0.75,coal,4.48,0,0.0,8.66,18.33,171.0,1,65.25
bus,60.07,chicken,0.15,grid_eu,2.92,4,8000.0,8.66,5.0,249.0,1,128.17
bus,50.77,vegetables,0.9,natural_gas,4.45,8,16000.0,17.32,30.0,255.0,1,193.83
bus,20.3,dairy,0.75,coal,3.55,4,8000.0,17.32,38.33,149.0,0,230.17
bus,44.37,vegetables,0.9,coal,4.93,1,2000.0,51.96,35.0,67.0,1,223.0
car_petrol,21.8,vegetables,0.9,coal,4.67,0,0.0,12.99,35.83,69.0,1,126.25
bicycle,1.5,chicken,0.15,coal,4.93,4,8000.0,45.47,33.33,158.0,0,186.0
bicycle,2.23,fish,0.15,natural_gas,5.64,1,2000.0,75.78,24.17,275.0,1,174.17
car_petrol,295.63,fish,0.15,coal,4.37,4,8000.0,60.62,40.0,286.0,0,343.0
bicycle,0.0,dairy,0.75,coal,4.12,4,8000.0,45.47,1.67,103.0,0,136.83
bus,22.33,chicken,0.15,coal,4.16,1,2000.0,30.31,19.17,127.0,0,128.0
bus,42.07,chicken,0.15,grid_eu,4.42,4,8000.0,6.5,16.67,228.0,1,150.58
car_petrol,49.03,vegetables,0.9,grid_eu,3.6,4,8000.0,30.31,5.0,299.0,0,172.08
bicycle,0.27,fish,0.15,grid_eu,3.96,0,0.0,4.33,14.17,241.0,0,93.67
bus,29.47,fish,0.15,coal,4.46,4,8000.0,25.98,33.33,86.0,0,185.58
bus,35.33,vegetables,0.9,coal,2.69,1,2000.0,17.32,26.67,102.0,0,110.17
bus,51.23,vegetables,0.9,coal,5.65,8,16000.0,30.31,19.17,84.0,0,249.92
car_petrol,139.03,dairy,0.75,natural_gas,4.58,8,16000.0,106.09,40.83,147.0,0,407.75
bus,8.0,chicken,0.15,natural_gas,4.95,4,8000.0,60.62,23.33,97.0,1,188.67
car_diesel,276.93,vegetables,0.9,coal,4.04,8,16000.0,43.3,19.17,98.0,0,403.92
car_diesel,166.23,chicken,0.15,natural_gas,4.14,8,16000.0,30.31,25.83,203.0,1,416.5
bus,62.3,dairy,0.75,natural_gas,3.97,0,0.0,43.3,1.67,183.0,0,113.17
bicycle,1.1,dairy,0.75,grid_eu,4.46,1,2000.0,30.31,5.83,204.0,0,88.5
car_petrol,229.3,fish,0.15,grid_eu,4.15,4,8000.0,30.31,4.17,181.0,1,233.75
car_ev,60.5,vegetables,0.9,natural_gas,2.8,8,16000.0,2.17,12.5,234.0,0,181.75
car_petrol,296.6,chicken,0.15,coal,4.09,4,8000.0,30.31,1.67,241.0,1,466.0
bicycle,0.47,dairy,0.75,natural_gas,4.48,4,8000.0,21.65,35.0,204.0,0,204.42
car_ev,121.1,fish,0.15,coal,4.34,4,8000.0,10.82,22.5,100.0,0,177.75
bus,42.83,chicken,0.15,coal,4.78,4,8000.0,34.64,29.17,194.0,0,161.08
bicycle,0.23,chicken,0.15,natural_gas,5.81,0,0.0,2.17,25.0,189.0,0,92.0
bus,59.27,dairy,0.75,coal,5.42,4,8000.0,106.09,23.33,162.0,1,215.25
bus,63.2,chicken,0.15,coal,4.29,4,8000.0,30.31,30.0,206.0,0,224.5
bicycle,0.63,chicken,0.15,coal,4.32,0,0.0,51.96,29.17,247.0,0,163.42
car_petrol,184.63,chicken,0.15,natural_gas,5.57,0,0.0,4.33,2.5,225.0,0,160.25
bus,55.07,dairy,0.75,natural_gas,5.47,8,16000.0,60.62,37.5,256.0,1,242.67
bicycle,1.23,fish,0.15,grid_eu,4.08,8,16000.0,25.98,38.33,195.0,0,234.0
bus,56.77,dairy,0.75,natural_gas,4.44,0,0.0,12.99,16.67,112.0,0,91.5
bicycle,1.53,fish,0.15,coal,4.46,4,8000.0,43.3,27.5,124.0,0,243.0
bus,65.67,dairy,0.75,grid_eu,4.71,8,16000.0,15.16,14.17,182.0,0,178.75
bus,0.4,chicken,0.15,natural_gas,4.54,0,0.0,8.66,22.5,167.0,0,110.83
bicycle,2.47,fish,0.15,natural_gas,4.29,4,8000.0,25.98,10.83,180.0,0,151.08
bicycle,0.63,vegetables,0.9,coal,4.04,4,8000.0,6.5,25.83,202.0,1,199.25
bus,56.03,chicken,0.15,coal,5.82,8,16000.0,25.98,25.0,254.0,0,272.33
car_petrol,254.67,vegetables,0.9,coal,6.23,4,8000.0,4.33,26.67,70.0,0,294.0
car_petrol,221.77,fish,0.15,coal,4.68,8,16000.0,4.33,6.67,116.0,0,366.25
bus,37.67,fish,0.15,natural_gas,3.84,1,2000.0,75.78,19.17,276.0,0,156.67
bus,10.43,dairy,0.75,coal,5.35,8,16000.0,45.47,40.83,224.0,0,257.33
bicycle,2.87,vegetables,0.9,coal,4.21,4,8000.0,45.47,40.0,243.0,1,144.17
car_diesel,157.67,dairy,0.75,coal,4.63,1,2000.0,43.3,15.83,160.0,0,218.08
bicycle,0.5,fish,0.15,coal,3.73,1,2000.0,60.62,14.17,256.0,0,151.42
bicycle,2.27,chicken,0.15,grid_eu,2.86,8,16000.0,106.09,2.5,191.0,0,183.25
bicycle,2.1,vegetables,0.9,grid_eu,3.31,0,0.0,51.96,40.83,298.0,0,119.08
bus,32.57,fish,0.15,grid_eu,4.45,8,16000.0,30.31,8.33,116.0,1,158.67
car_diesel,332.17,vegetables,0.9,coal,5.46,0,0.0,4.33,22.5,214.0,0,317.0
bus,50.23,dairy,0.75,grid_eu,3.97,8,16000.0,4.33,40.83,272.0,1,238.5
bus,49.67,dairy,0.75,grid_eu,3.38,4,8000.0,15.16,35.0,161.0,0,118.83
bicycle,2.07,vegetables,0.9,coal,4.25,4,8000.0,60.62,20.0,186.0,1,180.42
bus,62.43,dairy,0.75,grid_eu,4.05,1,2000.0,4.33,17.5,176.0,0,85.0
bicycle,1.8,fish,0.15,grid_eu,5.3,4,8000.0,45.47,36.67,204.0,0,163.33
car_petrol,166.4,chicken,0.15,coal,3.69,8,16000.0,8.66,22.5,188.0,0,445.0
car_ev,15.83,chicken,0.15,grid_eu,5.34,4,8000.0,51.96,29.17,159.0,0,145.5
bicycle,1.83,dairy,0.75,grid_eu,3.66,4,8000.0,60.62,39.17,284.0,0,171.33
car_petrol,77.87,fish,0.15,coal,3.28,8,16000.0,4.33,32.5,123.0,0,259.33
bicycle,1.5,chicken,0.15,coal,4.69,1,2000.0,15.16,1.67,265.0,1,91.83
car_ev,132.53,vegetables,0.9,coal,4.11,0,0.0,8.66,23.33,275.0,0,99.0
bus,62.8,chicken,0.15,coal,5.26,1,2000.0,15.16,40.0,157.0,0,166.08
car_petrol,192.53,vegetables,0.9,grid_eu,4.6,1,2000.0,8.66,28.33,76.0,0,261.25
bicycle,0.83,vegetables,0.9,coal,6.17,4,8000.0,15.16,29.17,106.0,1,162.0
bus,26.3,fish,0.15,grid_eu,3.79,1,2000.0,30.31,5.83,131.0,0,104.0
bicycle,0.87,chicken,0.15,natural_gas,5.66,4,8000.0,8.66,26.67,111.0,0,125.17
bicycle,2.37,chicken,0.15,natural_gas,3.75,1,2000.0,60.62,12.5,136.0,0,182.5
bus,17.17,vegetables,0.9,coal,2.84,8,16000.0,4.33,14.17,283.0,1,260.08
bus,41.4,fish,0.15,coal,4.91,8,16000.0,2.17,20.83,238.0,1,211.92
bus,62.13,dairy,0.75,coal,6.0,0,0.0,90.93,7.5,191.0,0,203.58
bus,61.17,vegetables,0.9,coal,5.44,4,8000.0,34.64,10.0,141.0,0,170.25
bicycle,1.3,chicken,0.15,coal,4.56,4,8000.0,60.62,5.0,254.0,1,182.75
bus,16.27,vegetables,0.9,coal,3.17,1,2000.0,60.62,11.67,258.0,0,150.33
bus,14.5,dairy,0.75,grid_eu,6.07,0,0.0,17.32,26.67,107.0,0,92.25
car_petrol,70.33,fish,0.15,grid_eu,4.2,1,2000.0,4.33,10.83,267.0,1,155.08
bus,1.57,chicken,0.15,coal,4.58,0,0.0,30.31,17.5,69.0,0,92.5
bicycle,0.47,vegetables,0.9,natural_gas,6.02,4,8000.0,15.16,29.17,261.0,1,209.92
bus,62.37,chicken,0.15,grid_eu,4.46,8,16000.0,15.16,20.83,110.0,0,206.83
bus,2.4,vegetables,0.9,grid_eu,3.65,4,8000.0,25.98,22.5,115.0,1,113.58
car_petrol,284.03,dairy,0.75,coal,5.39,1,2000.0,30.31,36.67,72.0,0,303.75
bicycle,0.9,dairy,0.75,coal,4.51,0,0.0,90.93,2.5,77.0,0,139.83
car_ev,198.6,chicken,0.15,grid_eu,3.39,8,16000.0,8.66,24.17,274.0,0,228.17
bus,57.53,dairy,0.75,grid_eu,4.16,4,8000.0,21.65,3.33,60.0,1,145.08
bicycle,0.57,vegetables,0.9,grid_eu,5.44,1,2000.0,30.31,4.17,166.0,0,74.83
bus,18.3,chicken,0.15,grid_eu,4.93,1,2000.0,106.09,29.17,274.0,1,181.75
bus,56.53,vegetables,0.9,natural_gas,4.69,4,8000.0,30.31,19.17,61.0,0,163.58
bus,49.3,fish,0.15,coal,5.13,0,0.0,75.78,26.67,218.0,1,157.75
bus,32.23,dairy,0.75,grid_eu,5.35,4,8000.0,25.98,4.17,209.0,0,127.33
car_petrol,273.07,dairy,0.75,grid_eu,5.47,8,16000.0,34.64,37.5,194.0,0,553.08
car_petrol,108.57,fish,0.15,coal,4.58,8,16000.0,30.31,0.83,293.0,0,207.0
bicycle,2.57,fish,0.15,coal,4.19,8,16000.0,51.96,27.5,204.0,0,213.75
bus,46.83,dairy,0.75,grid_eu,5.04,4,8000.0,34.64,12.5,239.0,1,146.67
bus,65.97,fish,0.15,coal,4.37,0,0.0,12.99,30.83,124.0,0,155.0
